respondent_id,collector_id,date_created,date_modified,ip_address,GrupoEnc,first_name,last_name,custom_1,"MAMÁ, PAPA Y/O TUTOR(A):Esta investigación busca conocer lo que saben, piensan y sienten las niñas, niños y adolescentes acerca de los derechos humanos. Nos gustaría que colaboraras permitiendo que tus hijos/as de entre 8 a 17 años participen en ella.Puedes plantear todas tus dudas al respecto de la investigación, antes, durante y después de la encuesta al correo: nna.opinan@gmail.comSi estás de acuerdo, agradeceremos confirmes tu consentimiento informado señalando ""acepto"":","NIÑAS, NIÑOS Y ADOLESCENTES:Esta encuesta es voluntaria y anónima (no se piden nombres ni apellidos). Nos comprometemos a guardar en secreto todo lo que digas en ella, y usar tus respuestas sólo para este estudio, que busca conocer las opiniones de niñas, niños y adolescentes. Por favor responde sincera e individualmente las preguntas. No hay respuestas correctas o incorrectas.Si estás de acuerdo en participar, responde ""Si, acepto"".",¿Cuántos años cumplidos tienes? (anota el número),﻿¿Con cuál sexo te identificas?,﻿¿Con cuál sexo te identificas?,¿En cuál estado vives?,Tu escuela es,¿Con quiénes vives?Selecciona todas las personas con quien vives en tu casa,¿Con quiénes vives?Selecciona todas las personas con quien vives en tu casa,¿Con quiénes vives?Selecciona todas las personas con quien vives en tu casa,¿Con quiénes vives?Selecciona todas las personas con quien vives en tu casa,¿Con quiénes vives?Selecciona todas las personas con quien vives en tu casa,¿Con quiénes vives?Selecciona todas las personas con quien vives en tu casa,¿Con quiénes vives?Selecciona todas las personas con quien vives en tu casa,¿Con quiénes vives?Selecciona todas las personas con quien vives en tu casa,¿Con quiénes vives?Selecciona todas las personas con quien vives en tu casa,¿Con quiénes vives?Selecciona todas las personas con quien vives en tu casa,¿Con quiénes vives?Selecciona todas las personas con quien vives en tu casa,¿Con quiénes vives?Selecciona todas las personas con quien vives en tu casa,¿Con quiénes vives?Selecciona todas las personas con quien vives en tu casa,¿Qué son para ti los Derechos Humanos?,¿Cuáles derechos conoces?,¿Dónde has aprendido sobre derechos humanos?Selecciona hasta tres alternativas,¿Dónde has aprendido sobre derechos humanos?Selecciona hasta tres alternativas,¿Dónde has aprendido sobre derechos humanos?Selecciona hasta tres alternativas,¿Dónde has aprendido sobre derechos humanos?Selecciona hasta tres alternativas,¿Dónde has aprendido sobre derechos humanos?Selecciona hasta tres alternativas,¿Dónde has aprendido sobre derechos humanos?Selecciona hasta tres alternativas,¿Dónde has aprendido sobre derechos humanos?Selecciona hasta tres alternativas,¿Dónde has aprendido sobre derechos humanos?Selecciona hasta tres alternativas,¿Quiénes tienen derechos humanos?,¿Quiénes tienen derechos humanos?,¿Quiénes tienen derechos humanos?,¿Quiénes tienen derechos humanos?,¿Quiénes tienen derechos humanos?,¿Qué significa ser una persona?,¿La gente cercana te trata como una persona?,¿La gente cercana te trata como una persona?,¿La gente cercana te trata como una persona?,¿La gente cercana te trata como una persona?,¿La gente cercana te trata como una persona?,¿La gente cercana te trata como una persona?,¿La gente cercana te trata como una persona?,¿La gente cercana te trata como una persona?,¿La gente cercana te trata como una persona?,¿La gente cercana te trata como una persona?,¿Quiénes deciden sobre tu vida?,¿Quiénes deciden sobre tu vida?,¿Quiénes deciden sobre tu vida?,¿Quiénes deciden sobre tu vida?,¿Quiénes deciden sobre tu vida?,¿Quiénes deciden sobre tu vida?,¿Quiénes deciden sobre tu vida?,¿Quiénes deciden sobre tu vida?,¿Quiénes deciden sobre tu vida?,¿Quiénes deciden sobre tu vida?,¿Quiénes deciden sobre tu vida?,¿Quiénes pueden tomar decisiones?,¿Quiénes pueden tomar decisiones?,¿Quiénes pueden tomar decisiones?,¿Quiénes pueden tomar decisiones?,¿Quiénes pueden tomar decisiones?,¿Quiénes pueden tomar decisiones?,¿Quiénes pueden tomar decisiones?,¿Te importan los problemas de tu alrededor?,¿Te importan los problemas de tu alrededor?,¿Te importan los problemas de tu alrededor?,¿Te importan los problemas de tu alrededor?,¿Te importan los problemas de tu alrededor?,¿Te importan los problemas de tu alrededor?,¿Quiénes pueden cambiar el mundo? (lo que pasa a nuestro alrededor)Elige todas las personas que crees que pueden:,¿Quiénes pueden cambiar el mundo? (lo que pasa a nuestro alrededor)Elige todas las personas que crees que pueden:,¿Quiénes pueden cambiar el mundo? (lo que pasa a nuestro alrededor)Elige todas las personas que crees que pueden:,¿Quiénes pueden cambiar el mundo? (lo que pasa a nuestro alrededor)Elige todas las personas que crees que pueden:,¿Quiénes pueden cambiar el mundo? (lo que pasa a nuestro alrededor)Elige todas las personas que crees que pueden:,¿Por qué debo ejercer (practicar) mis derechos humanos?Elije los dos motivos que te parezcan más importantes.,¿Por qué debo ejercer (practicar) mis derechos humanos?Elije los dos motivos que te parezcan más importantes.,¿Por qué debo ejercer (practicar) mis derechos humanos?Elije los dos motivos que te parezcan más importantes.,¿Por qué debo ejercer (practicar) mis derechos humanos?Elije los dos motivos que te parezcan más importantes.,¿Por qué debo ejercer (practicar) mis derechos humanos?Elije los dos motivos que te parezcan más importantes.,¿Por qué debo ejercer (practicar) mis derechos humanos?Elije los dos motivos que te parezcan más importantes.,¿Por qué debo ejercer (practicar) mis derechos humanos?Elije los dos motivos que te parezcan más importantes.,"Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","Elije de la siguiente lista lo que para ti es un derecho, una suerte, una necesidad o una regla (por ley).TENER...","¿Qué tan importantes son las siguientes situaciones para que las niñas, niños y adolescentes ejerzan (practiquen) sus derechos?","¿Qué tan importantes son las siguientes situaciones para que las niñas, niños y adolescentes ejerzan (practiquen) sus derechos?","¿Qué tan importantes son las siguientes situaciones para que las niñas, niños y adolescentes ejerzan (practiquen) sus derechos?","¿Qué tan importantes son las siguientes situaciones para que las niñas, niños y adolescentes ejerzan (practiquen) sus derechos?",¿Cuáles derechos humanos practicas?,Si no practicas o no te permiten ejercer tus derechos humanos ¿Qué puedes hacer?,Si no practicas o no te permiten ejercer tus derechos humanos ¿Qué puedes hacer?,Si no practicas o no te permiten ejercer tus derechos humanos ¿Qué puedes hacer?,Si no practicas o no te permiten ejercer tus derechos humanos ¿Qué puedes hacer?,Si no practicas o no te permiten ejercer tus derechos humanos ¿Qué puedes hacer?,Si no practicas o no te permiten ejercer tus derechos humanos ¿Qué puedes hacer?,"Ejercer (practicar) tus derechos humanos te hace sentir…Elije al menos una, y máximo dos alternativas.","Ejercer (practicar) tus derechos humanos te hace sentir…Elije al menos una, y máximo dos alternativas.","Ejercer (practicar) tus derechos humanos te hace sentir…Elije al menos una, y máximo dos alternativas.","Ejercer (practicar) tus derechos humanos te hace sentir…Elije al menos una, y máximo dos alternativas.","Ejercer (practicar) tus derechos humanos te hace sentir…Elije al menos una, y máximo dos alternativas.","Ejercer (practicar) tus derechos humanos te hace sentir…Elije al menos una, y máximo dos alternativas.","Ejercer (practicar) tus derechos humanos te hace sentir…Elije al menos una, y máximo dos alternativas.","Ejercer (practicar) tus derechos humanos te hace sentir…Elije al menos una, y máximo dos alternativas.","¿Deseas decirnos algo más? Si es así, escríbelo por favor:"
13037280198,409686129,10/12/2021 1:31,10/12/2021 1:37,189.162.89.226,Colonias,,,,ACEPTO que mis hijos/as de entre 8 a 17 años participen en esta investigación,"Si, acepto participar",9,Hombre,,Guanajuato,Pública (De gobierno),Mamá,Papá,,,Hermanas/os,,,,,,,,,no pegar a las mujeres,jugar,Familia,,,,,,,Dif,Siempre,Siempre,Casi siempre,Casi siempre,,vivo,Casi todos los días,Casi todos los días,,,Casi todos los días,Siempre,,,,Casi nunca,Casi todos los días,Siempre,Casi nunca,Nunca,Casi nunca,Nunca,Casi todos los días,,,,,Siempre,Casi todos los días,Siempre,Casi nunca,Casi todos los días,Siempre,Siempre,Siempre,Casi nunca,Casi nunca,Casi nunca,Casi todos los días,Siempre,,,,,dios,,,Para defenderme o protegerme de otras personas o instituciones,Porque mi opinión debe contar,,,,No lo sé,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,No lo sé,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,No lo sé,No lo sé,No lo sé,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,No lo sé,DERECHO,DERECHO,Totalmente importante,Muy importante,Totalmente importante,Muy importante,No sé,,,,Organizarme con otras personas para hacerlos valer,,,,,Seguridad,,,,,,
13037248007,409686129,10/12/2021 1:06,10/12/2021 1:31,189.162.89.226,Colonias,,,,ACEPTO que mis hijos/as de entre 8 a 17 años participen en esta investigación,"Si, acepto participar",13,Hombre,,Guanajuato,Pública (De gobierno),Mamá,Papá,Pareja de mi mamá,Pareja de mi papá,Hermanas/os,Hermanastras/os,Abuelas/os,Tías/os,Primas/os,,,,,eso una imagan,respatar e las mujer,,,Internet,Redes sociales,Radio y televisión,,,,Siempre,Casi siempre,Casi siempre,Casi siempre,,no,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,,,,Siempre,No tengo,No tengo,No tengo,No tengo,No tengo,No tengo,No tengo,,,,,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Nunca,Nunca,Nunca,Nunca,Nunca,,,,,nedia,Porque soy persona,,Para defenderme o protegerme de otras personas o instituciones,,,,,DERECHO,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,No lo sé,DERECHO,No lo sé,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,No lo sé,SUERTE,NECESIDAD,NECESIDAD,NECESIDAD,Muy importante,Totalmente importante,Poco importante,Nada importante,-,Informarme sobre mis derechos,Exigirlos,,Organizarme con otras personas para hacerlos valer,,,Felicidad,,Seguridad,,,,,,
13037238115,409686129,10/12/2021 0:59,10/12/2021 1:05,189.162.89.226,Colonias,,,,ACEPTO que mis hijos/as de entre 8 a 17 años participen en esta investigación,"Si, acepto participar",9,Hombre,,Guanajuato,Pública (De gobierno),Mamá,Papá,,,Hermanas/os,,Abuelas/os,,,,,,,no pegarle a las mujeres,que todos jueguen tranquilos,Familia,Escuela,,,,Amigas/os,,,Siempre,Casi nunca,Casi siempre,Casi siempre,,son seres vivos,Siempre,Siempre,Siempre,Siempre,Siempre,,,,,Siempre,Siempre,Siempre,Casi todos los días,Casi todos los días,Siempre,Nunca,Siempre,,,,,Siempre,Siempre,Casi nunca,Siempre,Siempre,Nunca,Nunca,Siempre,Casi nunca,Casi todos los días,Siempre,Siempre,Siempre,,,,,"nadie, sólo el presidente",Porque soy persona,,Para defenderme o protegerme de otras personas o instituciones,,,,,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,REGLA (LEY),REGLA (LEY),DERECHO,DERECHO,DERECHO,DERECHO,SUERTE,SUERTE,DERECHO,SUERTE,REGLA (LEY),Muy importante,Muy importante,Muy importante,Nada importante,nosé,Informarme sobre mis derechos,Exigirlos,"Ir con las autoridades (Policía, DIF, Comisión de Derechos Humanos, etc.)",,,,Felicidad,,,,,,No sé que me hace sentir,,no pegarle a las mujeres  no maltratar a los papás ni a las mamás
13037230192,409686129,10/12/2021 0:52,10/12/2021 0:59,189.162.89.226,Colonias,,,,ACEPTO que mis hijos/as de entre 8 a 17 años participen en esta investigación,"Si, acepto participar",9,Hombre,,Guanajuato,Pública (De gobierno),Mamá,Papá,,,,,Abuelas/os,,,,,,,no pegar a las mujeres,que todos jueguen tranquilos,Familia,Escuela,,,,Amigas/os,,,Siempre,Casi nunca,Casi siempre,Casi siempre,,son seres vivos,Siempre,Siempre,Siempre,Siempre,Siempre,,,,,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Casi todos los días,Siempre,,,,,Siempre,Casi todos los días,Siempre,Casi nunca,Casi todos los días,Siempre,Siempre,Siempre,Casi nunca,Casi nunca,Casi todos los días,Siempre,Siempre,,,,,dios,,,Para defenderme o protegerme de otras personas o instituciones,Porque mi opinión debe contar,,,,No lo sé,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,No lo sé,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,No lo sé,No lo sé,No lo sé,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,No lo sé,No lo sé,DERECHO,DERECHO,Totalmente importante,Totalmente importante,Totalmente importante,Muy importante,nosé,,,,Organizarme con otras personas para hacerlos valer,,,,,Seguridad,,,,,,
13037221898,409686129,10/12/2021 0:46,10/12/2021 0:52,189.162.89.226,Colonias,,,,ACEPTO que mis hijos/as de entre 8 a 17 años participen en esta investigación,"Si, acepto participar",9,Mujer,,Guanajuato,Pública (De gobierno),Mamá,Papá,,,Hermanas/os,,,,,,,,,si te pega tu papa puedes llevar para los derechos humanos,ni uno,Familia,Escuela,,,,,"Grupos a los que pertenezco (teatro, scouts, etc.)",,Nunca,Siempre,Siempre,Casi siempre,,no sé,Siempre,Nunca,Siempre,,Siempre,Siempre,,,,,Siempre,Siempre,Siempre,No tengo,Siempre,Siempre,Siempre,,,,,Siempre,Siempre,Siempre,Siempre,Siempre,,,Siempre,Siempre,Siempre,,,Siempre,Las personas adultos,Las maestras/os,Las y los adolescentes,,,Porque soy persona,,,,,,,DERECHO,DERECHO,DERECHO,DERECHO,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,DERECHO,DERECHO,DERECHO,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,NECESIDAD,Muy importante,Totalmente importante,Muy importante,Muy importante,ninguno,,,"Ir con las autoridades (Policía, DIF, Comisión de Derechos Humanos, etc.)",,Nada,,Felicidad,,Seguridad,,,,,,
13037213354,409686129,10/12/2021 0:39,10/12/2021 0:46,189.162.89.226,Colonias,,,,ACEPTO que mis hijos/as de entre 8 a 17 años participen en esta investigación,"Si, acepto participar",10,Hombre,,Guanajuato,Pública (De gobierno),,,Pareja de mi mamá,,,,,,,,,,,tener caqui en derechos,respetar ala mujer,,,Internet,,,,,,Siempre,Casi siempre,Siempre,Siempre,,pasarla bien,Siempre,Siempre,Siempre,Siempre,Siempre,Casi todos los días,,,,Casi nunca,Siempre,Siempre,Casi nunca,Casi nunca,Siempre,,Siempre,,,,,Siempre,Siempre,Siempre,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Siempre,Casi todos los días,Casi nunca,Nunca,Casi nunca,Siempre,Las personas adultos,Las maestras/os,,,,Porque soy persona,Porque lo merezco,,,,,,No lo sé,DERECHO,REGLA (LEY),NECESIDAD,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,NECESIDAD,DERECHO,No lo sé,DERECHO,DERECHO,DERECHO,DERECHO,No lo sé,No lo sé,REGLA (LEY),REGLA (LEY),SUERTE,DERECHO,DERECHO,REGLA (LEY),Totalmente importante,Muy importante,Nada importante,Muy importante,respeta a la mujeres,Informarme sobre mis derechos,,,,,,Felicidad,,,,,,,,
13010539424,409686129,9/30/2021 23:50,9/30/2021 23:58,189.162.46.102,Colonias,,,,ACEPTO que mis hijos/as de entre 8 a 17 años participen en esta investigación,"Si, acepto participar",16,Mujer,,Guanajuato,Pública (De gobierno),Mamá,Papá,,,Hermanas/os,,,,,,,,-,Son necesidades a las que todas las personas debemos tener acceso,"libertad, educación, vivienda, familia",,Escuela,,,,,,,Siempre,Siempre,Siempre,Siempre,,Un ser humano con derechos y responsabilidades,Siempre,Siempre,Siempre,Casi todos los días,Siempre,Siempre,,,,Casi todos los días,Casi todos los días,Casi todos los días,Nunca,Nunca,Casi nunca,Casi todos los días,Siempre,,,,,Siempre,Siempre,Siempre,Casi todos los días,Casi todos los días,Casi nunca,Casi nunca,Siempre,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Las personas adultos,Las maestras/os,Las y los adolescentes,Las niñas y los niños,,,,Para defenderme o protegerme de otras personas o instituciones,,,,,DERECHO,REGLA (LEY),No lo sé,DERECHO,REGLA (LEY),NECESIDAD,NECESIDAD,DERECHO,NECESIDAD,NECESIDAD,DERECHO,DERECHO,SUERTE,NECESIDAD,DERECHO,NECESIDAD,DERECHO,DERECHO,NECESIDAD,DERECHO,DERECHO,NECESIDAD,DERECHO,No lo sé,SUERTE,No lo sé,DERECHO,DERECHO,Muy importante,Totalmente importante,Totalmente importante,Muy importante,"familia, opinion, libertad",Informarme sobre mis derechos,,,,,,,,Seguridad,,,,,,
13010530927,409686129,9/30/2021 23:43,9/30/2021 23:49,189.162.46.102,Colonias,,,,ACEPTO que mis hijos/as de entre 8 a 17 años participen en esta investigación,"Si, acepto participar",9,Mujer,,Guanajuato,Pública (De gobierno),Mamá,,,,Hermanas/os,,,,,,,,,son como cosas que tienes que tener,"la educacion, salut, familia, amor, alimento, ogar",Familia,Escuela,,,,,,,,,,Siempre,,Un ser umano con respeto y amor,Siempre,,Siempre,,Siempre,Siempre,,,,Siempre,Siempre,,,,,,Siempre,,,,,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Las personas adultos,Las maestras/os,Las y los adolescentes,Las niñas y los niños,,Porque soy persona,Porque lo merezco,,,,,,DERECHO,DERECHO,NECESIDAD,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,NECESIDAD,NECESIDAD,DERECHO,DERECHO,No lo sé,NECESIDAD,DERECHO,DERECHO,NECESIDAD,NECESIDAD,DERECHO,NECESIDAD,NECESIDAD,DERECHO,DERECHO,DERECHO,No lo sé,NECESIDAD,DERECHO,DERECHO,Muy importante,Totalmente importante,Totalmente importante,Totalmente importante,"familia, comida, amor, hogar, limpiesa.",Informarme sobre mis derechos,,,,,,Felicidad,,Seguridad,,,,,,
13010525120,409686129,9/30/2021 23:37,9/30/2021 23:42,189.162.46.102,Colonias,,,,ACEPTO que mis hijos/as de entre 8 a 17 años participen en esta investigación,"Si, acepto participar",13,Hombre,,Guanajuato,Pública (De gobierno),Mamá,,,,Hermanas/os,,Abuelas/os,,,,,,,Las leyes que te protegen,la libertad tener voz y voto,Familia,Escuela,,,,,,,,,,Siempre,,Tener derechos,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,,,,Siempre,,,,,,,Siempre,,,,,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,,,,,,Siempre,Las personas adultos,Las maestras/os,Las y los adolescentes,Las niñas y los niños,,Porque soy persona,,,,,,,DERECHO,SUERTE,SUERTE,,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,No lo sé,,Totalmente importante,,,todos,,,"Ir con las autoridades (Policía, DIF, Comisión de Derechos Humanos, etc.)",,,,Felicidad,Satisfacción,Seguridad,,,,,,
13010506128,409686129,9/30/2021 23:21,9/30/2021 23:37,189.162.46.102,Colonias,,,,ACEPTO que mis hijos/as de entre 8 a 17 años participen en esta investigación,"Si, acepto participar",15,Hombre,,Guanajuato,Pública (De gobierno),Mamá,,,Pareja de mi papá,Hermanas/os,,,,,,,,,los derechos que tenemos por igual las personas,"al estudio, servicios básicos, seguridad, empleos, libertad etc.",Familia,Escuela,,Redes sociales,,Amigas/os,,,Casi siempre,Casi siempre,Casi siempre,Siempre,,-,Siempre,Siempre,,Siempre,Siempre,Siempre,,,,,Casi nunca,Casi nunca,,Nunca,Casi todos los días,Casi nunca,Casi todos los días,,,,,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Casi nunca,Casi todos los días,Casi todos los días,Siempre,Siempre,Las personas adultos,Las maestras/os,Las y los adolescentes,Las niñas y los niños,,Porque soy persona,,Para defenderme o protegerme de otras personas o instituciones,,,,,No lo sé,DERECHO,SUERTE,DERECHO,NECESIDAD,NECESIDAD,NECESIDAD,DERECHO,DERECHO,,REGLA (LEY),DERECHO,DERECHO,DERECHO,No lo sé,No lo sé,DERECHO,REGLA (LEY),REGLA (LEY),DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,DERECHO,No lo sé,DERECHO,SUERTE,Totalmente importante,Muy importante,Muy importante,Totalmente importante,"El respeto, el respeto a expresarse, respetar opiniones, etc.",Informarme sobre mis derechos,Exigirlos,"Ir con las autoridades (Policía, DIF, Comisión de Derechos Humanos, etc.)",Organizarme con otras personas para hacerlos valer,,,,,Seguridad,,,,,,
